,CanESM5,CESM2,CNRM-CM6-1,GISS-E2-1-G,MIROC6,MRI-ESM2-0
89,2985278500.0,11110325000.0,8446581000.0,-107290620.0,-0.0,14073219000.0
90,3282878500.0,11114864000.0,6211692500.0,403824640.0,-0.0,15448408000.0
91,3018810400.0,11524013000.0,8212515300.0,-93857790.0,-0.0,15449661000.0
92,3252362200.0,10003491000.0,7332162000.0,-233709570.0,-0.0,14375827000.0
93,3535787000.0,9737996000.0,8574928400.0,-133615620.0,-0.0,14018273000.0
94,3376477200.0,10745959000.0,6407523300.0,-932980740.0,-0.0,15844121000.0
95,2647132200.0,11572489000.0,6126379000.0,-2219075600.0,-0.0,15287686000.0
96,3393812500.0,11390606000.0,7808600600.0,-263055360.0,-0.0,15048622000.0
97,2920616000.0,10739911000.0,7158745600.0,-1537392600.0,-0.0,15636744000.0
98,2922262500.0,11238443000.0,7640947000.0,-101249020.0,-0.0,15799976000.0
99,3441265700.0,10993364000.0,7954137600.0,-1441450000.0,-0.0,15479333000.0
100,3588147200.0,10438924000.0,7281451500.0,-1133264900.0,-0.0,16873770000.0
101,3436438500.0,10739968000.0,7878587000.0,-1696180200.0,-0.0,15341777000.0
102,2896628700.0,12313855000.0,7498529300.0,-993806340.0,-0.0,14604702000.0
103,3257554000.0,11098940000.0,6720694300.0,-901447700.0,-0.0,15406383000.0
104,2901287000.0,10943143000.0,7668845000.0,-500797440.0,-0.0,15319150000.0
105,3344251000.0,11232482000.0,7978015000.0,-2593292300.0,-0.0,16351148000.0
106,2885568500.0,10939170000.0,7215866400.0,-2118742000.0,-0.0,16456774000.0
107,3046741000.0,10854448000.0,7960190500.0,-1470128100.0,-0.0,15976294000.0
108,2249777200.0,10570746000.0,8587270000.0,-245587970.0,-0.0,16163781000.0
109,3061703700.0,10802832000.0,8299871700.0,-283387900.0,-0.0,15751698000.0
110,2609150000.0,11677860000.0,8342070000.0,449574900.0,-0.0,16123122000.0
111,2675757000.0,10577948000.0,6846262300.0,-2124279800.0,-0.0,15149122000.0
112,3722535000.0,10608582000.0,8342461000.0,-444727300.0,-0.0,16450798000.0
113,3764086800.0,11673128000.0,7300096500.0,-1971408900.0,-0.0,16180304000.0
114,3013483500.0,11714332000.0,8086370000.0,154255360.0,-0.0,16071875000.0
115,3141376000.0,10777650000.0,7239244300.0,-1825853400.0,-0.0,16716549000.0
116,2848044000.0,12355526000.0,7667389000.0,-3022014500.0,-0.0,15774237000.0
117,2248019000.0,11522060000.0,8554544600.0,-2215067600.0,-0.0,15985422000.0
118,3160152000.0,11852920000.0,7689034000.0,-3095548000.0,-0.0,17377630000.0
119,3517217800.0,11862279000.0,7434359300.0,-3541663700.0,-0.0,18014325000.0
120,3039684600.0,10819029000.0,6928095700.0,-3529171000.0,-0.0,16323014000.0
121,2581448700.0,12601789000.0,8117336600.0,-4626067500.0,-0.0,17108918000.0
122,2381734000.0,11907262000.0,8338836000.0,-3230312400.0,-0.0,15546205000.0
123,1745255400.0,9311840000.0,6486358000.0,-2924013600.0,-0.0,16621208000.0
124,2802284500.0,12129064000.0,7167379000.0,-4070754300.0,-0.0,16997067000.0
125,2168348700.0,11144242000.0,7200419300.0,-3141134300.0,-0.0,15952255000.0
126,2339862500.0,10906345000.0,6350593000.0,-2560895000.0,-0.0,16824148000.0
127,3369863200.0,10665593000.0,8739660000.0,-1296580600.0,-0.0,15474805000.0
128,2307525600.0,11285186000.0,6727817000.0,-490860540.0,-0.0,17795832000.0
129,2792597500.0,12073716000.0,8685992000.0,-1556901900.0,-0.0,17340058000.0
130,2984405000.0,12236451000.0,7086129700.0,-2016460800.0,-0.0,16886678000.0
131,2957463600.0,10893047000.0,7559513600.0,-2411702300.0,-0.0,16705568000.0
132,2240352300.0,11388848000.0,8612606000.0,-1919852500.0,-0.0,18297772000.0
133,3032308700.0,11781449000.0,7405130000.0,-1712318500.0,-0.0,17255803000.0
134,2436861000.0,11728874000.0,6723246000.0,-27639808.0,-0.0,15739867000.0
135,869540860.0,10523687000.0,7571571000.0,-1352593400.0,-0.0,17270862000.0
136,2222125000.0,11763633000.0,7533390300.0,-1316958200.0,-0.0,17053051000.0
137,2438332400.0,12184014000.0,6759361500.0,-146982910.0,-0.0,17255270000.0
138,2340839400.0,12393231000.0,7400227300.0,-309927940.0,-0.0,16300263000.0
139,1782467600.0,11722788000.0,7253390000.0,-34637824.0,-0.0,17784902000.0
140,2562902000.0,11232181000.0,7453866500.0,534077440.0,-0.0,16189553000.0
141,2906516500.0,12048252000.0,7008142000.0,-1203472400.0,-0.0,16594983000.0
142,1911674900.0,10660400000.0,6921662000.0,114716670.0,-0.0,15849751000.0
143,2142439400.0,12624293000.0,6262391000.0,-24135680.0,-0.0,17115818000.0
144,1492224000.0,11784739000.0,7249331700.0,-2254481400.0,-0.0,17575620000.0
145,2743771100.0,13106999000.0,8181931500.0,-327411700.0,-0.0,16828387000.0
146,959117300.0,11583041000.0,7948599000.0,-593928200.0,-0.0,17450705000.0
147,2413735000.0,12533839000.0,8751088000.0,-73721860.0,-0.0,17094924000.0
148,2944666600.0,12821499000.0,5821700000.0,-197265400.0,-0.0,17538144000.0
149,1840447500.0,12247455000.0,7186746000.0,-2672601000.0,-0.0,17013618000.0
