,CanESM5,CESM2,CNRM-CM6-1,GISS-E2-1-G,MIROC6,MRI-ESM2-0
95,9164106000.0,8382178300.0,9313040000.0,26265403000.0,0.0,4109616000.0
96,8417425400.0,8564061000.0,7630819000.0,24309383000.0,0.0,4348680700.0
97,8890622000.0,9214757000.0,8280674000.0,25583720000.0,0.0,3760557600.0
98,8888975000.0,8716225000.0,7798472000.0,24147577000.0,0.0,3597325800.0
99,8369972000.0,8961304000.0,7485282000.0,25487778000.0,0.0,3917970000.0
100,8223090700.0,9515743000.0,8157968000.0,25179593000.0,0.0,2523532300.0
101,8374799400.0,9214700000.0,7560832500.0,25742508000.0,0.0,4055524900.0
102,8914609000.0,7640812500.0,7940890000.0,25040134000.0,0.0,4792600000.0
103,8553684000.0,8855727000.0,8718725000.0,24947775000.0,0.0,3990918700.0
104,8909951000.0,9011525000.0,7770574300.0,24547125000.0,0.0,4078152700.0
105,8466987000.0,8722185000.0,7461404000.0,26639620000.0,0.0,3046154800.0
106,8925669000.0,9015498000.0,8223553000.0,26165070000.0,0.0,2940529200.0
107,8764497000.0,9100219000.0,7479229000.0,25516456000.0,0.0,3421007400.0
108,9561461000.0,9383922000.0,6852149000.0,24291916000.0,0.0,3233522200.0
109,8749534000.0,9151835000.0,7139547600.0,24329716000.0,0.0,3645603800.0
110,9202088000.0,8276807700.0,7097349600.0,23596753000.0,0.0,3274181000.0
111,9135481000.0,9376720000.0,8593157000.0,26170608000.0,0.0,4248180200.0
112,8088703000.0,9346086000.0,7096958500.0,24491055000.0,0.0,2946504200.0
113,8047151000.0,8281539600.0,8139323000.0,26017737000.0,0.0,3216999000.0
114,8797754000.0,8240336000.0,7353049600.0,23892072000.0,0.0,3325427200.0
115,8669862000.0,9177017000.0,8200175000.0,25872181000.0,0.0,2680753200.0
116,8963194000.0,7599142000.0,7772030500.0,27068342000.0,0.0,3623066000.0
117,9563219000.0,8432607000.0,6884875000.0,26261395000.0,0.0,3411880400.0
118,8651086000.0,8101747700.0,7750385000.0,27141876000.0,0.0,2019672700.0
119,8294020000.0,8092388400.0,8005060000.0,27587992000.0,0.0,1382977200.0
120,8771553000.0,9135639000.0,8511323600.0,27575499000.0,0.0,3074288600.0
121,9229789000.0,7352878000.0,7322083000.0,28672395000.0,0.0,2288384000.0
122,9429504000.0,8047405000.0,7100583400.0,27276640000.0,0.0,3851097000.0
123,10065982000.0,10642827000.0,8953061000.0,26970341000.0,0.0,2776094700.0
124,9008953000.0,7825603600.0,8272040400.0,28117082000.0,0.0,2400235500.0
125,9642889000.0,8810425000.0,8239000000.0,27187462000.0,0.0,3445047800.0
126,9471375000.0,9048322000.0,9088826000.0,26607223000.0,0.0,2573154300.0
127,8441374700.0,9289075000.0,6699759600.0,25342908000.0,0.0,3922498000.0
128,9503712000.0,8669482000.0,8711602000.0,24537188000.0,0.0,1601471100.0
129,9018640000.0,7880952000.0,6753428000.0,25603230000.0,0.0,2057244300.0
130,8826833000.0,7718216700.0,8353289700.0,26062789000.0,0.0,2510624800.0
131,8853774000.0,9061621000.0,7879906000.0,26458030000.0,0.0,2691734500.0
132,9570886000.0,8565819400.0,6826814000.0,25966180000.0,0.0,1099529600.0
133,8778929000.0,8173219000.0,8034289000.0,25758646000.0,0.0,2141499000.0
134,9374377000.0,8225793000.0,8716173000.0,24073968000.0,0.0,3657435600.0
135,10941697000.0,9430981000.0,7867848000.0,25398921000.0,0.0,2126441300.0
136,9589113000.0,8191034400.0,7906029000.0,25363286000.0,0.0,2344251000.0
137,9372905000.0,7770653700.0,8680058000.0,24193310000.0,0.0,2142032800.0
138,9470398000.0,7561436000.0,8039192000.0,24356256000.0,0.0,3097038300.0
139,10028770000.0,8231879700.0,8186029600.0,24080966000.0,0.0,1612401500.0
140,9248336000.0,8722486000.0,7985553000.0,23512250000.0,0.0,3207749000.0
141,8904721000.0,7906415600.0,8431277600.0,25249800000.0,0.0,2802318800.0
142,9899563000.0,9294267000.0,8517757400.0,23931611000.0,0.0,3547551700.0
143,9668798000.0,7330374700.0,9177029000.0,24070463000.0,0.0,2281484800.0
144,10319014000.0,8169928700.0,8190087700.0,26300810000.0,0.0,1821681800.0
145,9067467000.0,6847668000.0,7257488000.0,24373740000.0,0.0,2568915000.0
146,10852121000.0,8371627000.0,7490820600.0,24640256000.0,0.0,1946597200.0
147,9397503000.0,7420828700.0,6688332300.0,24120050000.0,0.0,2302378000.0
148,8866571000.0,7133168600.0,9617719000.0,24243593000.0,0.0,1859157900.0
149,9970790000.0,7707213000.0,8252673500.0,26718929000.0,0.0,2383684600.0
