lat,0.0,2.8125,5.625,8.4375,11.25,14.0625,16.875,19.6875,22.5,25.3125,28.125,30.9375,33.75,36.5625,39.375,42.1875,45.0,47.8125,50.625,53.4375,56.25,59.0625,61.875,64.6875,67.5,70.3125,73.125,75.9375,78.75,81.5625,84.375,87.1875,90.0,92.8125,95.625,98.4375,101.25,104.0625,106.875,109.6875,112.5,115.3125,118.125,120.9375,123.75,126.5625,129.375,132.1875,135.0,137.8125,140.625,143.4375,146.25,149.0625,151.875,154.6875,157.5,160.3125,163.125,165.9375,168.75,171.5625,174.375,177.1875,180.0,182.8125,185.625,188.4375,191.25,194.0625,196.875,199.6875,202.5,205.3125,208.125,210.9375,213.75,216.5625,219.375,222.1875,225.0,227.8125,230.625,233.4375,236.25,239.0625,241.875,244.6875,247.5,250.3125,253.125,255.9375,258.75,261.5625,264.375,267.1875,270.0,272.8125,275.625,278.4375,281.25,284.0625,286.875,289.6875,292.5,295.3125,298.125,300.9375,303.75,306.5625,309.375,312.1875,315.0,317.8125,320.625,323.4375,326.25,329.0625,331.875,334.6875,337.5,340.3125,343.125,345.9375,348.75,351.5625,354.375,357.1875
-87.86379883923273,4.164211,4.164211,4.1644745,4.165588,4.1673985,4.1673985,4.1673985,4.178602,4.178602,4.178602,4.1873193,4.204954,4.204954,4.204954,4.204954,4.199105,4.2012978,4.206768,4.206768,4.209636,4.235968,4.235968,4.235968,4.2537413,4.2941823,4.2941823,4.2941823,4.2941823,4.3089914,4.326322,4.3283024,4.3283024,4.336978,4.3456693,4.3456693,4.347225,4.361889,4.3869214,4.3869214,4.3869214,4.3869214,4.397573,4.4045405,4.4045405,4.4045405,4.396393,4.3954453,4.3954453,4.3910074,4.3547096,4.299689,4.299689,4.299689,4.299689,4.17526,4.161105,4.161105,4.161105,4.1256785,4.1256785,4.1256785,4.107735,4.1761394,4.1975665,4.1975665,4.1975665,4.2148952,4.270708,4.259839,4.259839,4.259839,4.276626,4.276626,4.276626,4.272774,4.266462,4.266462,4.266462,4.266462,4.249834,4.240783,4.241523,4.241523,4.237809,4.205314,4.205314,4.205314,4.2074537,4.159164,4.159164,4.159164,4.159164,4.1018214,4.1048846,4.1052594,4.1052594,4.092972,4.0806046,4.0806046,4.080264,4.077757,4.0817885,4.0817885,4.0817885,4.0817885,4.084213,4.076415,4.076415,4.076415,4.0699916,4.0693493,4.0693493,4.0652466,4.059344,4.0556073,4.0556073,4.0556073,4.0556073,4.0885906,4.0835404,4.0835404,4.0835404,4.157146,4.157146,4.157146,4.151327,4.161076,4.164211
-85.09652698831745,4.035183,4.035183,4.073657,4.073657,4.0818872,4.075194,4.073482,4.064567,4.067652,4.0706987,4.051064,4.0533414,4.053818,4.034711,4.034711,4.032118,4.032118,4.032118,4.053238,4.053238,4.0835605,4.121159,4.122064,4.1812677,4.1873317,4.193453,4.1871524,4.1887374,4.18846,4.174236,4.174236,4.2187824,4.2187824,4.2187824,4.2669916,4.2669916,4.2831516,4.28824,4.2870517,4.2542295,4.2473373,4.2403717,4.1599283,4.16019,4.1235633,4.0853186,4.0853186,4.0850587,4.0850587,4.0850587,4.0576224,4.0576224,4.028881,3.953528,3.9483964,3.8410957,3.8248188,3.808565,3.716045,3.7164953,3.7055717,3.6911483,3.6911483,3.6846445,3.6846445,3.6846445,3.6233475,3.6233475,3.6048112,3.555708,3.5524096,3.554957,3.5456038,3.5362313,3.5840938,3.5847065,3.6061084,3.6209757,3.6209757,3.5897362,3.5897362,3.5897362,3.544874,3.544874,3.5430155,3.576632,3.5804923,3.70587,3.7317781,3.7576675,4.016429,4.015105,4.044668,4.0856285,4.0856285,3.8645606,3.8645606,3.8645606,3.7596457,3.7596457,3.7712023,3.7716475,3.770384,3.8414946,3.8421566,3.8425398,3.8494546,3.8496358,3.8394325,3.8271823,3.8271823,3.8255632,3.8255632,3.8255632,3.8280559,3.8280559,3.8205607,3.8303223,3.8322396,3.819219,3.8347323,3.850237,3.8444877,3.847248,3.9039872,3.9361343,3.9361343,4.035183
-82.31291294788636,3.9569235,3.9400752,3.9478564,3.9747055,4.0291276,4.0371456,4.0284104,3.9867196,3.9538372,3.8832307,3.8674707,3.8663847,3.8718717,3.9179265,3.967034,4.012358,4.080579,4.117404,4.15831,4.1715803,4.1863494,4.1932287,4.1924663,4.18348,4.1661253,4.0939054,4.0267987,3.9890466,3.942421,3.9789164,4.0434656,4.1029673,4.16838,4.2114415,4.248915,4.1985774,4.1664968,4.1199145,4.0841956,4.0814457,4.0862417,4.1090856,4.1361175,4.120871,4.0876646,4.049739,4.0158567,4.015804,4.02383,4.046747,4.0626903,4.001297,3.9419453,3.8668246,3.7614572,3.7286959,3.6584992,3.7260888,3.7878938,3.7556543,3.7341137,3.827871,3.9183712,3.9418578,3.9688501,3.9951997,4.0295134,4.032078,4.0719395,4.0891237,4.149402,4.206313,4.239678,4.2928557,4.301862,4.3068433,4.291707,4.285251,4.2776027,4.271192,4.2301207,4.1771917,4.067648,3.9781551,3.8804133,3.7745051,3.714094,3.6448035,3.602965,3.6443424,3.6690552,3.7590153,3.9051116,3.9510279,3.9593766,3.897966,3.8153265,3.7294734,3.6648507,3.7111027,3.7385345,3.927557,4.0475736,4.2225924,4.426654,4.543781,4.671127,4.6945066,4.6408505,4.5724506,4.520588,4.3249326,4.1807475,4.0251684,3.8701932,3.8373332,3.7994447,3.7905445,3.8102384,3.8213477,3.8258395,3.8508444,3.8678226,3.9007437,3.9492028,3.9710653,3.990669,3.9818957
-79.52560657265951,3.8418407,3.7602522,3.7469845,3.802896,3.8619149,3.9318116,3.901355,3.871573,3.8682723,3.9969003,4.060072,4.131241,4.103526,4.067209,4.095974,4.118765,4.2854185,4.2826633,4.2917857,4.182409,4.1138225,4.0098925,3.872676,3.8215728,3.6904707,3.6427405,3.6646147,3.7254052,3.8135152,3.8854048,4.0966535,4.1018767,4.2033334,4.063793,4.048111,3.9807594,4.024699,4.086421,4.1582813,4.115948,4.023317,4.01242,4.0326867,4.1210847,4.100735,4.093282,3.972017,3.9798079,4.026318,4.1311083,4.148854,4.0690794,4.0414567,3.9732609,3.918304,3.8817818,3.7735174,3.70042,3.6793191,3.7372108,3.849162,3.923197,4.039249,4.0352244,4.0203166,4.0785704,4.082817,4.221562,4.254174,4.3159924,4.2264752,4.231457,4.1807632,4.217692,4.226824,4.22299,4.181043,4.1532755,4.003677,3.9784038,3.8398206,3.737135,3.7169075,3.6597066,3.6905005,3.7289038,3.849003,3.8606884,3.8867965,3.8790047,3.9037309,3.9725537,4.006465,4.0098543,3.8979952,3.8622298,3.681241,3.6894698,3.6872454,4.064549,4.115287,4.274758,4.511278,4.640855,4.8107142,4.850738,4.8857756,4.790935,4.801959,4.814253,4.8646464,4.8541303,4.836486,4.7371817,4.7151995,4.6902914,4.595738,4.459421,4.30656,4.275073,4.2095222,4.0608563,4.02158,3.7977324,3.7729993,3.7322612,3.825509,3.8226082
-76.7368996803684,3.7861617,3.868763,3.8603613,3.8328075,3.99625,4.0811915,4.1522436,3.956961,4.0278873,4.0424404,4.271286,4.079258,4.070888,4.0534306,4.2538743,4.1711645,4.12335,3.99066,3.9302812,3.9187932,3.8481877,3.6471248,3.556676,3.42688,3.3209596,3.301094,3.293537,3.3160307,3.3527076,3.3577263,3.37987,3.4795601,3.601774,3.7242029,3.9061291,3.9085371,3.9090335,3.9963143,4.082837,4.07872,4.068149,4.0552554,4.072186,4.083989,4.0922737,4.0048976,3.9931147,3.9567733,4.0462146,4.0453753,4.0437083,4.0000386,4.0169296,4.024966,3.9396358,3.685404,3.6688254,3.5880604,3.8410387,3.9535291,4.087707,4.3801537,4.774868,4.8949366,5.5795774,6.0699635,6.1509995,6.4176965,6.5930734,6.5220017,6.462557,6.16724,5.935046,5.892412,5.585017,4.9296174,4.629146,3.996776,3.4735873,3.4146607,3.38056,3.491831,3.564091,3.5778267,3.6641552,3.8422558,3.8806067,3.935767,3.979469,4.007176,4.017823,3.9767823,3.9653966,3.9793513,4.0388865,4.0807786,4.0716386,4.0622783,3.9928167,3.9846687,3.9827416,4.140137,4.340121,4.289233,4.1574097,3.9889421,3.9169357,3.8665593,4.2910633,5.108288,5.2364044,5.86752,6.052669,6.106241,6.1986065,6.418701,6.131109,5.9943223,4.756318,3.8721557,3.8174987,3.553448,3.6471703,3.7202137,3.8073392,3.7413867,3.6571558,3.631487
-73.94751515398974,3.5914185,3.6215951,3.8524497,3.9364913,3.971285,3.9314523,3.7807007,3.6966593,3.6413937,3.6887174,3.7011714,3.7054594,3.667637,3.688492,3.823536,3.801705,3.8694022,3.9459221,4.0122733,3.7778337,3.5479426,3.4925516,3.4851425,3.481705,3.388962,3.2705762,2.916329,2.9684289,3.1177928,3.1884732,3.2163484,3.2933013,3.514642,3.6987936,3.7292113,3.7810555,3.8806896,3.9943128,4.0116563,4.0572667,4.072146,4.028562,3.9892359,3.963171,4.0199924,3.9320211,3.8107784,3.83435,3.8540816,3.8732316,3.8701553,3.8773215,3.8549764,3.831687,3.8203132,3.740625,3.6467338,3.4871867,3.4363823,3.7429109,4.2217655,4.609962,4.933308,5.2976327,5.681976,6.0431776,6.265413,6.340372,6.3923316,6.3420873,6.2270384,6.1257844,5.998658,5.854852,5.7345066,5.6505833,5.5764484,5.451687,5.2453947,5.0249276,4.9354515,4.839594,4.6876273,4.6366568,4.892325,4.961168,4.9177885,4.9092774,4.994929,5.21416,5.1591487,4.738243,4.415008,4.397917,4.4487834,4.359196,4.3708663,4.4693437,4.4802833,4.438611,4.4775243,4.647554,4.368892,4.0900054,4.2967486,4.437172,4.7176833,5.0806665,5.5037613,5.661714,5.9263787,6.1811695,6.29308,6.3905363,6.544665,6.718105,6.750363,6.5811477,6.263519,5.7668543,5.429978,4.9628224,4.3834796,3.5576432,3.3197987,3.3627942,3.408638,3.5828052
-71.15775201158739,4.79367,3.9602046,3.4307182,3.1280448,3.0805213,3.1380203,3.274772,3.454572,3.4621089,3.2816167,3.1059506,3.1428204,3.2265096,3.2442772,3.3472366,3.3749573,3.4164476,3.5414393,3.545949,3.6251295,3.6919653,3.558031,3.231833,3.1678886,3.5016146,3.9104593,3.825477,2.9868531,2.6970594,3.0275552,3.2518609,3.224872,3.3651512,3.4930794,3.4633858,3.563723,3.7222404,3.727467,3.7554674,3.7923784,3.7370434,3.638244,3.605597,3.6414247,3.5435843,3.4782486,3.6282039,3.6480236,3.567107,3.591312,3.6362488,3.612063,3.5729573,3.487186,3.3686073,3.2633293,3.2136881,3.3143964,3.5828161,3.8795145,4.1728063,4.6212983,5.1478543,5.4457808,5.5902944,5.6478786,5.6048226,5.545675,5.478518,5.3899245,5.2850995,5.1861224,5.0952053,4.9921618,4.868014,4.7499886,4.6612387,4.551433,4.4567895,4.4152966,4.38677,4.398286,4.4675097,4.521018,4.5753827,4.649565,4.696934,4.743109,4.8170753,4.90362,4.963042,4.978297,5.0045567,5.108036,5.175361,5.238167,5.311705,5.360003,5.339726,5.2938333,5.186441,5.1206756,5.181105,4.854832,4.533499,4.473824,4.819562,5.6691165,6.1946397,6.181279,6.2489934,6.3990746,6.431777,6.5183983,6.620674,6.5968513,6.5605617,6.52714,6.418892,6.294826,6.1646786,5.9879956,5.7472835,5.4828987,5.1134515,4.5657253,4.166334,4.1447015
-68.36775610831324,5.664949,5.701559,5.6417813,5.418183,5.2291517,5.124074,5.0434113,5.037578,4.9868913,4.7725334,4.526801,4.265687,4.088299,4.025104,3.7775066,3.3330307,3.1098251,3.0606713,3.0723975,3.0695128,3.0780573,3.026211,3.140108,3.308274,3.0465605,2.7839327,3.1108549,3.3096366,2.9171474,2.6903026,2.7762322,2.809239,2.8683188,2.960931,3.0991125,3.207357,3.206423,3.2406275,3.2367158,3.2072206,3.2308216,3.188792,3.0732858,3.0239458,3.015415,3.0445838,3.0804234,3.0287986,3.1067152,3.2144904,3.107986,3.2156463,3.8075585,4.287805,4.412325,4.6218386,4.816879,4.978837,5.0810866,5.070574,4.9975433,4.9287724,4.847643,4.7659726,4.7259445,4.6338396,4.4957848,4.4324493,4.335212,4.21849,4.1728296,4.0921874,3.9974349,3.9228475,3.8007197,3.643018,3.5100944,3.3865163,3.2735891,3.1895652,3.1273782,3.110282,3.141969,3.1966047,3.2654328,3.3281934,3.3711658,3.4384732,3.523348,3.5989497,3.6994934,3.8190894,3.9004776,3.997568,4.1113486,4.160925,4.222588,4.319463,4.373101,4.4262877,4.515378,4.580897,4.663044,4.518057,4.2317963,4.4646215,5.653373,6.000702,5.910065,6.007048,6.2084727,6.235241,6.261058,6.343059,6.3517427,6.309309,6.2941074,6.238347,6.191045,6.1303616,6.0457363,6.021557,5.974827,5.864465,5.776146,5.6750164,5.6139345,5.626453
-65.57760701082788,5.3641148,5.3430657,5.2990627,5.250437,5.159823,5.073222,5.013547,4.9964724,4.9595304,4.8865943,4.8010373,4.6460614,4.4829803,4.38011,4.359515,4.2736597,4.0204334,3.7890275,3.5992327,3.464804,3.502441,3.674424,3.546652,3.37754,3.2737198,3.1490326,3.080783,2.995325,2.9144533,2.8741078,2.9655035,3.2466226,3.3107665,3.0874178,3.121487,3.5064623,3.3906484,3.4915361,3.6507275,3.6177356,3.716689,3.8538017,3.9384086,4.0086107,4.0197406,4.1130548,4.110507,3.944345,3.9302917,4.136424,4.287985,4.411081,4.5365834,4.5329013,4.4619293,4.3748264,4.2201076,4.090037,3.909821,3.7136304,3.6172132,3.5244124,3.4577315,3.33424,3.23719,3.2378793,3.239977,3.2585404,3.2318625,3.1541698,3.0828085,3.0073063,2.9778101,2.9210742,2.8292615,2.7175705,2.5676942,2.4243236,2.3002622,2.2179835,2.160261,2.1173606,2.1057441,2.129737,2.1724744,2.222362,2.2704408,2.3138938,2.3573866,2.412915,2.4748702,2.5453556,2.6380515,2.7243133,2.8126495,2.9120352,2.9822617,3.0553663,3.180272,3.3533874,3.5430276,3.7059057,3.8734887,4.0216975,4.0507317,4.1863647,4.9149284,5.3308992,5.287123,5.3103857,5.4953384,5.6538687,5.681298,5.6982102,5.7288094,5.7081184,5.707705,5.652381,5.619328,5.579029,5.518662,5.534255,5.5173035,5.4846935,5.470218,5.441827,5.4127517,5.3688335
